Open time,Open,High,Low,Close,Volume,MACD,MACD_signal,MACD_hist,slowk,slowd,vader_sentiment_title,vader_sentiment_text,bert_sentiment_title,bert_sentiment_text,
2020/12/1 18:00,19058.4,19074.64,18693.37,18738.82,3316.505911,-180.4947618,-135.0876837,-45.40707809,52.194877612034,63.51390018663468,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/1 19:00,18738.83,19135.19,18720.48,19069.79,2954.651375,-141.3343723,-136.6493559,-4.685016381,45.90027292835448,55.922090515923294,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/1 20:00,19069.79,19150,18862,19024.32,2451.419624,-120.887751,-132.7089546,11.82120368845463,41.47480027700722,46.52331693913189,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/1 21:00,19024.33,19211,18936.61,19038.39,2275.27857,-100.7674078,-124.7235679,23.956160142739748,60.382132044857485,49.252401750073055,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/1 22:00,19038.39,19156.72,18830.18,18895,1719.522796,-111.7840018,-121.4886764,9.70467460033136,55.97023203749712,52.60905478645393,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/1 23:00,18895.01,18943.26,18725,18764.96,2883.10159,-137.5256745,-125.4979259,-12.02774856,39.736624237536425,52.029662773297,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 0:00,18764.96,18877.92,18433,18836.51,4372.162317,-132.0577887,-127.1378916,-4.919897053,33.29516671222908,43.00067432908753,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 1:00,18836.5,18972.12,18703,18854.01,2504.979019,-119.311483,-125.1812895,5.869806444203476,38.34912078684507,37.126970578870186,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 2:00,18854.01,18863.73,18639.86,18676.4,1647.545452,-140.1768568,-128.9301813,-11.2466755,46.53707524926782,39.39378758278065,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 3:00,18676.39,18788.32,18506.16,18618.25,3284.666149,-156.5010296,-135.8228934,-20.67813621,40.70257978215549,41.86292527275612,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 4:00,18618,18700,18330,18550.96,4330.094724,-171.1938412,-144.6656303,-26.52821087,34.13478565909989,40.45814689684105,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 5:00,18550.95,18660,18465.42,18654.41,2661.915712,-151.732884,-146.4324437,-5.300440229,39.76475833820504,38.20070792648679,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 6:00,18654.27,18939.97,18630.63,18926.66,4068.001777,-81.52981868,-130.2067875,48.676968782637886,60.91688277576177,44.93880892435556,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
2020/12/2 7:00,18924.13,19135,18833,19124.48,4325.750236,0.1485909361290396,-97.61794286,97.76653379934194,82.34426750380872,61.00863620592517,0.3079290744078795,1.1099761058136293,3.3989472172945754,3.225016813228703,
